iter	Logloss
425	0.09276596477
426	0.09276593157
427	0.09271617586
428	0.09271175448
429	0.09221941426
430	0.09221923614
431	0.09221926223
432	0.09221779511
433	0.09221723578
434	0.09221666361
435	0.09221621258
436	0.09221556684
437	0.09219213824
438	0.09219213018
439	0.09185944034
440	0.09185825762
441	0.09184072807
442	0.09184029053
443	0.09183709184
444	0.09166264867
445	0.09143139988
446	0.09106405019
447	0.09102032434
448	0.09088078995
449	0.09088058891
450	0.09085208216
451	0.09054606454
452	0.09054515061
453	0.09054497415
454	0.09054488925
455	0.09054482657
456	0.09054459832
457	0.09054448565
458	0.09054416982
459	0.0905119155
460	0.0905119179
461	0.09051183138
462	0.09045404685
463	0.09045401861
464	0.09045344604
465	0.09045221679
466	0.09045205914
467	0.09045194495
468	0.09045184904
469	0.0904134777
470	0.09041333785
471	0.0904132838
472	0.09041318107
473	0.09040384871
474	0.09040383226
475	0.09036216152
476	0.09015014966
477	0.09012141192
478	0.09001813649
479	0.0900180563
480	0.08965497161
481	0.0896548318
482	0.08952069361
483	0.08952021601
484	0.08941197591
485	0.0890586215
486	0.0889403769
487	0.0884200854
488	0.08821793303
489	0.08792046909
490	0.08790748461
491	0.0879074667
492	0.08785346715
493	0.08784228575
494	0.08783295874
495	0.08755299636
496	0.08726785534
497	0.08717112987
498	0.08717096055
499	0.08716582191
500	0.0870746166
501	0.08653750853
502	0.08636180195
503	0.08599359656
504	0.08572829119
505	0.08541719613
506	0.08507486675
507	0.0849733042
508	0.08496097014
509	0.08495279669
510	0.08494734113
511	0.08465193932
512	0.08437445263
513	0.08398715619
514	0.08398700771
515	0.08384329779
516	0.08384328664
517	0.08384318307
518	0.08384305663
519	0.08384287731
520	0.08384248088
521	0.08384202483
522	0.08384188013
523	0.08381934012
524	0.08381552725
525	0.08381537437
526	0.08381509773
527	0.08381502732
528	0.08381490888
529	0.08381490711
530	0.0838109731
531	0.08380231385
532	0.08378065213
533	0.08378061813
534	0.08378058925
535	0.08378055727
536	0.08378051574
537	0.08354506758
538	0.08354499525
539	0.08333226326
540	0.08330671561
541	0.08330671184
542	0.08292807697
543	0.08292807727
544	0.08247211993
545	0.08247208636
546	0.08228157464
547	0.08228146994
548	0.08204613398
549	0.08204577737
550	0.08203382238
551	0.08202989916
552	0.08202982578
553	0.08202948317
554	0.08201660471
555	0.08201065047
556	0.0819994468
557	0.08196854231
558	0.08190337988
559	0.08189203294
560	0.0818920196
561	0.08189197079
562	0.08188084725
563	0.08187464575
564	0.08187468027
565	0.08171519519
566	0.08145957175
567	0.08133009949
568	0.08078105099
569	0.08077707315
570	0.08076943896
571	0.0805902415
572	0.08035864424
573	0.08014249669
574	0.0800849672
575	0.0800507997
576	0.0799112701
577	0.07958487925
578	0.07954527908
579	0.07927424096
580	0.07895316048
581	0.07894912058
582	0.07872989882
583	0.07872559917
584	0.07871919592
585	0.07864670739
586	0.07841894493
587	0.07808133079
588	0.07808125051
589	0.07777427338
590	0.07755456811
591	0.07755451727
592	0.07754977474
593	0.07754887042
594	0.07727933331
595	0.07711731821
596	0.07685441455
597	0.07655394341
598	0.07637717012
599	0.07637537878
600	0.07629297153
601	0.07627984605
602	0.07627815054
603	0.07621173596
604	0.07611917971
605	0.07611912418
606	0.07611903739
607	0.07611900715
608	0.07611895562
609	0.07611550109
610	0.07611110442
611	0.07610687388
612	0.07600226725
613	0.07600224284
614	0.07580057675
615	0.07578480129
616	0.07578129772
617	0.0757812582
618	0.07578116918
619	0.07557535019
620	0.07534292805
621	0.07534290521
622	0.07534286044
623	0.07534280099
624	0.07534270412
625	0.07534270248
626	0.07533237239
627	0.07525759465
628	0.0751138625
629	0.07511378713
630	0.07511347247
631	0.07509811967
632	0.07509785457
633	0.07509130546
634	0.07507469054
635	0.07506742918
636	0.07505781704
637	0.07503215777
638	0.07501114378
639	0.07495767844
640	0.07495764243
641	0.07494206474
642	0.07472448709
643	0.07472443563
644	0.07467705768
645	0.07466557515
646	0.07457579333
647	0.07453655982
648	0.07447441306
649	0.07447437374
650	0.07446607506
651	0.07446607933
652	0.0743411089
653	0.07434111788
654	0.07433248307
655	0.07432848294
656	0.07432837005
657	0.07431726097
658	0.07431524573
659	0.07431223005
660	0.0742790907
661	0.0742371748
662	0.07404879884
663	0.0740487263
664	0.07404082338
665	0.07390893298
666	0.07362544406
667	0.07334695726
668	0.07333846436
669	0.07331831768
670	0.07329183363
671	0.07307487512
672	0.07301827311
673	0.07278284147
674	0.07252803172
675	0.07220412021
676	0.07206713655
677	0.07180146531
678	0.07180043973
679	0.07178215876
680	0.07177769294
681	0.0716589075
682	0.07154242148
683	0.07154242171
684	0.07152084212
685	0.07151817528
686	0.07151794132
687	0.07128929149
688	0.07107621655
689	0.07106969957
690	0.07083839562
691	0.0704343855
692	0.07013048768
693	0.06998923876
694	0.06998530344
695	0.0699737601
696	0.06980422179
697	0.06971665344
698	0.06970265947
699	0.06969394229
700	0.06963457065
701	0.06948563474
702	0.06927578359
703	0.06926451022
704	0.06914124556
705	0.06901708327
706	0.06888867463
707	0.068876698
708	0.06875502824
709	0.06857662744
710	0.06857132199
711	0.06856472127
712	0.06856010908
713	0.06842087116
714	0.06842068141
715	0.06823258927
716	0.06806669808
717	0.06803442084
718	0.06801577112
719	0.06801210822
720	0.0679239009
721	0.06792213774
722	0.06781096939
723	0.06780623213
724	0.06771234858
725	0.06755890873
726	0.06750967385
727	0.0674811334
728	0.06747331911
729	0.0673876578
730	0.06734913044
731	0.0673269998
732	0.06730804631
733	0.06726908443
734	0.06721012234
735	0.06720726227
736	0.06719337614
737	0.06716907142
738	0.06693934314
739	0.06672137572
740	0.06654784806
741	0.06629398368
742	0.06599645507
743	0.06589228026
744	0.06576030588
745	0.06569057203
746	0.06565252082
747	0.06564450373
748	0.06564004568
749	0.06536196321
750	0.06522032178
751	0.06505958914
752	0.06496907617
753	0.06487282259
754	0.0648059054
755	0.06480589335
756	0.06480586635
757	0.06480580669
758	0.06454302365
759	0.0643331455
760	0.06423195769
761	0.06401691393
762	0.06392516404
763	0.06391824711
764	0.06367712291
765	0.06367600552
766	0.06364702759
767	0.06364213754
768	0.06352396451
769	0.06331310682
770	0.06322812841
771	0.06320846432
772	0.06309899615
773	0.06277737146
774	0.06277067584
775	0.06276353259
776	0.06264523401
777	0.06261380681
778	0.06245408294
779	0.06242545339
780	0.06242527688
781	0.06230040713
782	0.06223326953
783	0.06223040851
784	0.0622258747
785	0.06222496361
786	0.06212067071
787	0.06211644877
788	0.06209582427
789	0.06209097491
790	0.06196544033
791	0.0619383358
792	0.0619201855
793	0.06178178227
794	0.06176586223
795	0.06151916616
796	0.06150219087
797	0.06149504113
798	0.06149497259
799	0.06148305731
800	0.06147442683
801	0.06147382211
802	0.06132523166
803	0.06117023774
804	0.06105859949
805	0.06099171671
806	0.06078180495
807	0.06078182436
808	0.06078185764
809	0.06073415818
810	0.06073273262
811	0.06071093611
812	0.06058871955
813	0.06058867895
814	0.06043875005
815	0.06032803791
816	0.06020534998
817	0.06019928963
818	0.06008969499
819	0.06000151673
820	0.05988897652
821	0.05961312176
822	0.059459127
823	0.05934221764
824	0.05920722419
825	0.05908069066
826	0.05907980315
827	0.05907389744
828	0.05906504523
829	0.05899619605
830	0.05880430591
831	0.05866425809
832	0.05846597609
833	0.05838538646
834	0.05830037787
835	0.05826873572
836	0.05825159633
837	0.05802765121
838	0.0579799937
839	0.05797820593
840	0.05786602462
841	0.05770144098
842	0.05747371896
843	0.05729894619
844	0.0571586034
845	0.05715281884
846	0.05712355147
847	0.05699744058
848	0.05681648418
849	0.0568164477
850	0.05669701381
851	0.05652443592
852	0.05644108569
853	0.05641070756
854	0.05629437981
855	0.05617852634
856	0.05612994347
857	0.05607968091
858	0.05600867054
859	0.05600740077
860	0.05600675909
861	0.05599332375
862	0.05592887457
863	0.05573823198
864	0.05571066811
865	0.05563338063
866	0.05556444096
867	0.05555998874
868	0.05542986485
869	0.05527756775
870	0.05516446015
871	0.05511966026
872	0.05510373054
873	0.05508822078
874	0.05502697078
875	0.05484058909
876	0.05473138664
877	0.05459668702
878	0.05446788299
879	0.05446784008
880	0.05435019699
881	0.05420841168
882	0.05399620233
883	0.05382262418
884	0.05378461829
885	0.0536786269
886	0.05367837763
887	0.05367391206
888	0.05348505524
889	0.05346800338
890	0.05341006845
891	0.05335698975
892	0.05329509696
893	0.05325326487
894	0.05309086656
895	0.05297299976
896	0.05289721488
897	0.05272393651
898	0.05258933304
899	0.05241633959
900	0.05234799869
901	0.05231563585
902	0.05216309676
903	0.05215896773
904	0.05215630017
905	0.05210341644
906	0.05199088182
907	0.05196729103
908	0.05184807944
909	0.05184356606
910	0.05184139593
911	0.05178583129
912	0.05167436145
913	0.05166999544
914	0.05165457882
915	0.05154929924
916	0.05151105322
917	0.05150730545
918	0.05144558571
919	0.05128368737
920	0.05127750537
921	0.05122898386
922	0.05110918886
923	0.05099666945
924	0.0509131154
925	0.05088804041
926	0.05084217408
927	0.05076735001
928	0.05068192441
929	0.0506673821
930	0.05055783417
931	0.05033625193
932	0.05018309657
933	0.05006808527
934	0.05000924649
935	0.04997173624
936	0.049945743
937	0.04994575668
938	0.04989657827
939	0.04965941014
940	0.04965932179
941	0.04961144429
942	0.0494413194
943	0.04944132647
944	0.04931380734
945	0.04930929991
946	0.04930851549
947	0.04930447363
948	0.04930445244
949	0.04930438647
950	0.04926362049
951	0.04925413482
952	0.04921196556
953	0.04909875352
954	0.04902371576
955	0.04901981739
956	0.04899036384
957	0.04899039278
958	0.04885526948
959	0.04881950176
960	0.04876162905
961	0.04865870868
962	0.0485898956
963	0.0485898316
964	0.04857889464
965	0.0484391929
966	0.04842854868
967	0.04834017019
968	0.04822653686
969	0.04815898511
970	0.04797352837
971	0.04786717815
972	0.04777293473
973	0.04764854691
974	0.04756325779
975	0.04747253292
976	0.04747214047
977	0.04738020808
978	0.04725841272
979	0.04711766293
980	0.04697762502
981	0.04687904191
982	0.04679045174
983	0.04666789421
984	0.04650182011
985	0.04643265141
986	0.04634156011
987	0.04624906405
988	0.04611659283
989	0.04611172835
990	0.04600472812
991	0.04600304692
992	0.04594635839
993	0.04594426449
994	0.04588724952
995	0.04588131263
996	0.04587641904
997	0.04583891796
998	0.04583451947
999	0.04575854455
1000	0.04561430348
1001	0.04559191414
1002	0.04554824213
1003	0.04553777601
1004	0.04542240165
1005	0.04535936151
1006	0.04525670999
1007	0.04525364897
1008	0.04518991742
1009	0.04515076294
1010	0.04510192174
1011	0.04494809983
1012	0.04493576424
1013	0.04491290901
1014	0.04490465704
1015	0.04489413864
1016	0.04483437451
1017	0.04478180552
1018	0.04467148566
1019	0.04457317293
1020	0.04444579819
1021	0.04444583197
1022	0.04442870987
1023	0.04441918746
1024	0.04441588571
1025	0.04441588469
1026	0.04434905676
1027	0.04434906012
1028	0.04434777666
1029	0.04434142522
1030	0.04430490234
1031	0.04430490257
1032	0.0442703403
1033	0.04419781845
1034	0.04419780377
1035	0.0440964047
1036	0.04397287881
1037	0.04397284802
1038	0.04397283999
1039	0.04382652849
1040	0.04374029434
1041	0.04365026541
1042	0.04355015159
1043	0.04355011569
1044	0.04352647854
1045	0.04349090308
1046	0.04347128892
1047	0.0434273902
1048	0.04342733761
1049	0.04342730465
1050	0.0434240424
1051	0.04331467709
1052	0.04320798277
1053	0.04313416215
1054	0.04312239858
1055	0.04312094823
1056	0.04311895689
1057	0.04300848964
1058	0.04297212305
1059	0.04289844699
1060	0.0428173641
1061	0.04281033801
1062	0.04280775556
1063	0.04278325667
1064	0.04278326276
1065	0.04278328212
1066	0.04278323963
1067	0.04267754701
1068	0.04264466088
1069	0.04264461927
1070	0.04264461095
1071	0.04262490766
1072	0.04262488558
1073	0.04262416329
1074	0.04261331668
1075	0.04260295608
1076	0.04259919369
1077	0.04259916239
1078	0.04256266343
1079	0.04247182872
1080	0.0424664783
1081	0.04246649676
1082	0.04236601314
1083	0.04236599237
1084	0.04236597432
1085	0.04236591123
1086	0.04236591501
1087	0.04235111775
1088	0.04233440981
1089	0.04233437845
1090	0.04233285579
1091	0.04233286746
1092	0.04233287178
1093	0.04231643245
1094	0.04218363522
1095	0.0420637603
1096	0.04195325038
1097	0.04185129477
1098	0.04176840625
1099	0.04175744962
1100	0.04171548737
1101	0.04165788441
1102	0.0415396573
1103	0.04145390526
1104	0.04140578783
1105	0.04133656418
1106	0.04133444468
1107	0.04121171883
1108	0.04120981927
1109	0.04113617997
1110	0.04107991734
1111	0.0409224466
1112	0.04089272019
1113	0.04080290696
1114	0.04070275962
1115	0.04065121831
1116	0.04053799282
1117	0.04042956989
1118	0.04036926944
1119	0.04034165713
1120	0.04033475783
1121	0.04023849108
1122	0.040132318
1123	0.0401322805
1124	0.04012995326
1125	0.04006102368
1126	0.03994711893
1127	0.03990784262
1128	0.03989995982
1129	0.03987943872
1130	0.03985651535
1131	0.03978962529
1132	0.03975872714
1133	0.03967301405
1134	0.03956923713
1135	0.0395692317
1136	0.03953464358
1137	0.03948979981
1138	0.03942579291
1139	0.03934194207
1140	0.03924771312
1141	0.03923829782
1142	0.03923581101
1143	0.03919133396
1144	0.03915369218
1145	0.0390075993
1146	0.03900521209
1147	0.03890853754
1148	0.03888352218
1149	0.03878177945
1150	0.0387670989
1151	0.03862980344
1152	0.0386258865
1153	0.03862189447
1154	0.03861100155
1155	0.0385548337
1156	0.03845314115
1157	0.03835855521
1158	0.03833100109
1159	0.0382451145
1160	0.03817877075
1161	0.03811680399
1162	0.03799316803
1163	0.03791060639
1164	0.03790992433
1165	0.03790707081
1166	0.03787807724
1167	0.03786941921
1168	0.03778354684
1169	0.03773908321
1170	0.03773508446
1171	0.03773505882
1172	0.03769887447
1173	0.03769384304
1174	0.03765071931
1175	0.03764807977
1176	0.03761804922
1177	0.03753159648
1178	0.03752689989
1179	0.03752574263
1180	0.03751283676
1181	0.03746069079
1182	0.03737610816
1183	0.03733104871
1184	0.03733102341
1185	0.03732976014
1186	0.0373297461
1187	0.03732973177
1188	0.03726823555
1189	0.03714578937
1190	0.03707466022
1191	0.03700917847
1192	0.03700911457
1193	0.03695394354
1194	0.03695319255
1195	0.03693942022
1196	0.03692921611
1197	0.03686061194
1198	0.03676823553
1199	0.03672414306
1200	0.03672414913
1201	0.03661412651
1202	0.03660359378
1203	0.03660356764
1204	0.03660356736
1205	0.03659809071
1206	0.03659805462
1207	0.03659804905
1208	0.03659805995
1209	0.03659784805
1210	0.03656973717
1211	0.03656792835
1212	0.03649141798
1213	0.03649136289
1214	0.03642319618
1215	0.03641697108
1216	0.03635489277
1217	0.03635466855
1218	0.03624135854
1219	0.0361410907
1220	0.03606619354
1221	0.03604488201
1222	0.03597192191
1223	0.03585486572
1224	0.03584757273
1225	0.03577535818
1226	0.0357152411
1227	0.03571069268
1228	0.03562884239
1229	0.03562567203
1230	0.03562571746
1231	0.03561613275
1232	0.03561528244
1233	0.03560079245
1234	0.03560071595
1235	0.03560068368
1236	0.03552100866
1237	0.03550930052
1238	0.03543703049
1239	0.0354341757
1240	0.0354207763
1241	0.03541461092
1242	0.03541459722
1243	0.03541454896
1244	0.03541455831
1245	0.03541455589
1246	0.03541268049
1247	0.03541267301
1248	0.0354126428
1249	0.03539302892
1250	0.03539301719
1251	0.03539303906
1252	0.03539296132
1253	0.03539299475
1254	0.03538092578
1255	0.03538092252
1256	0.03538092228
1257	0.03538092999
1258	0.03538079286
1259	0.0353807787
1260	0.03538078166
1261	0.03538077316
1262	0.03536720434
1263	0.03532831131
1264	0.03532831961
1265	0.03530240976
1266	0.03526829354
1267	0.03525970924
1268	0.03525968426
1269	0.03525968489
1270	0.03522584324
1271	0.03517548899
1272	0.03517540714
1273	0.03517540797
1274	0.03517539772
1275	0.03517538466
1276	0.03510596483
1277	0.03510596129
1278	0.03510593811
1279	0.03504624753
1280	0.03504384949
1281	0.03494532058
1282	0.03494529889
1283	0.03491874768
1284	0.03486475043
1285	0.03484575434
1286	0.03483990968
1287	0.03476500261
1288	0.03470784809
1289	0.03470783196
1290	0.03465412424
1291	0.03464301934
1292	0.03464296149
1293	0.03459373583
1294	0.03451679025
1295	0.03444720354
1296	0.03444407254
1297	0.03442690363
1298	0.03438172851
1299	0.03429047778
1300	0.03422043018
1301	0.0342203715
1302	0.03416550074
1303	0.03407720006
1304	0.03406709848
1305	0.03404296682
1306	0.03403714252
1307	0.03400942377
1308	0.03392335069
1309	0.03382508228
1310	0.03372214584
1311	0.03362717772
1312	0.03360742284
1313	0.03354789151
1314	0.03345110656
1315	0.03345108897
1316	0.03345109687
1317	0.03345108004
1318	0.03345107178
1319	0.03345106788
1320	0.03345101896
1321	0.03345101327
1322	0.03345101836
1323	0.03345099536
1324	0.03345088695
1325	0.03345091956
1326	0.03345091487
1327	0.03345087381
1328	0.03345080401
1329	0.03345080107
1330	0.03342545823
1331	0.03337074384
1332	0.03329136232
1333	0.03329133427
1334	0.03329128246
1335	0.03328568014
1336	0.03327430809
1337	0.03327431868
1338	0.03327431033
1339	0.03327427474
1340	0.03327429849
1341	0.03325958496
1342	0.03325955704
1343	0.03325956106
1344	0.03325956495
1345	0.03325955985
1346	0.03325953433
1347	0.03325955526
1348	0.03325955438
1349	0.0332278524
1350	0.03318579018
1351	0.03318029474
1352	0.03312829669
1353	0.03308239754
1354	0.0329733692
1355	0.03294955529
1356	0.03289059666
1357	0.03289039347
1358	0.03284291695
1359	0.0327954323
1360	0.03279374804
1361	0.03274324556
1362	0.03271900001
1363	0.03262088598
1364	0.03260400816
1365	0.03258580776
1366	0.0325029402
1367	0.03248087666
1368	0.03246390701
1369	0.03245196934
1370	0.03235845775
1371	0.03231895832
1372	0.03231588523
1373	0.03228143295
1374	0.03228145809
1375	0.03219752978
1376	0.03218934223
1377	0.03214851302
1378	0.03211207988
1379	0.03209905972
1380	0.03206317524
1381	0.03201105216
1382	0.03200791271
1383	0.03197046179
1384	0.03193168762
1385	0.03188586613
1386	0.03187479641
1387	0.03181253035
1388	0.03178597715
1389	0.03177579609
1390	0.03177575147
1391	0.03170321692
1392	0.03167669359
1393	0.03161845549
1394	0.03158244477
1395	0.03157292698
1396	0.03150732353
1397	0.03147284178
1398	0.03143891448
1399	0.03135611762
1400	0.03132542793
1401	0.03130370944
1402	0.03129476068
1403	0.03128126112
1404	0.03128127032
1405	0.03128064526
1406	0.03128064739
1407	0.03121132017
1408	0.03119060747
1409	0.03114991933
1410	0.0310856214
1411	0.03105638589
1412	0.03105454681
1413	0.03105207224
1414	0.03100022415
1415	0.03099782447
1416	0.03094495606
1417	0.03090312613
1418	0.03089789163
1419	0.03079103264
1420	0.03077052515
1421	0.03074229994
1422	0.0307422727
1423	0.03067392279
1424	0.03067391329
1425	0.03064701102
1426	0.03060245124
1427	0.03053495191
1428	0.03046761633
1429	0.03040174618
1430	0.03035439285
1431	0.03034872938
1432	0.03028041281
1433	0.03022841586
1434	0.03019648365
1435	0.03015395875
1436	0.03014021996
1437	0.03009986207
1438	0.03009984267
1439	0.03008929849
1440	0.03003846614
1441	0.02999190882
1442	0.02988452257
1443	0.02977788113
1444	0.02973730848
1445	0.02968746561
1446	0.0296832999
1447	0.02961274436
1448	0.02958302687
1449	0.02958144647
1450	0.02957318645
1451	0.02957321893
1452	0.02957320011
1453	0.02957319782
1454	0.02957136314
1455	0.02953591864
1456	0.02942452154
1457	0.02939862948
1458	0.02933736685
1459	0.0292750736
1460	0.02927388895
1461	0.02923592634
1462	0.02916228805
1463	0.02913245089
1464	0.02911979803
1465	0.02911972206
1466	0.02910762616
1467	0.02910761165
1468	0.02910649938
1469	0.02906693747
1470	0.02905457283
1471	0.02904473881
1472	0.029044075
1473	0.02900456491
1474	0.02896053654
1475	0.02888785896
1476	0.02881546757
1477	0.02877259837
1478	0.02874130054
1479	0.02871564323
1480	0.0287149683
1481	0.02870591786
1482	0.0286798503
1483	0.02864305699
1484	0.02860362317
1485	0.02860068024
1486	0.02860068317
1487	0.02858159834
1488	0.02853826694
1489	0.02852718329
1490	0.02852691134
1491	0.02852616479
1492	0.02850583598
1493	0.02850110424
1494	0.02850042356
1495	0.02847027189
1496	0.02840908784
1497	0.028387367
1498	0.02837660235
1499	0.02833311779
